15.511352,23.292911,
15.623770,23.280088,
15.507529,23.103664,
15.512326,23.090920,
15.538445,23.219210,
15.596345,23.008477,
15.591858,23.138502,
15.544707,23.046616,
15.510889,22.972829,
15.525455,23.204146,
15.505407,22.993862,
15.554889,23.065297,
15.591079,22.989350,
15.496787,23.249999,
15.537463,23.048955,
15.687168,23.082677,
15.570955,22.876037,
15.566066,22.918958,
15.568853,22.797765,
15.593182,22.809604,
15.495958,22.642925,
15.635131,22.895869,
15.558541,22.772526,
15.563762,22.801127,
15.494457,22.520964,
15.593213,22.604466,
15.604280,22.692559,
15.609252,22.679004,
15.592910,22.599006,
15.567396,22.647355,
15.480062,22.632816,
15.640348,22.664160,
15.578631,22.708881,
15.553197,22.717653,
15.567907,22.511995,
15.455289,22.696308,
15.565392,22.809927,
15.634837,22.943692,
15.540169,22.913545,
15.627543,22.734242,
15.433484,22.731986,
15.560858,22.751257,
15.487844,22.727114,
15.624652,22.941956,
15.464361,22.830672,
15.543690,22.765725,
15.517631,22.938022,
15.502498,22.802637,
15.533812,22.901139,
15.657608,22.917590,
15.596118,22.920760,
15.426168,22.693662,
15.514063,22.650471,
15.519879,22.741299,
15.535327,22.543489,
15.420535,22.443799,
15.495122,22.543491,
15.533324,22.634655,
15.640873,22.639016,
15.594157,22.820729,
15.556827,22.684176,
15.601030,22.779986,
15.539645,22.715152,
15.562160,22.705105,
15.558598,22.943610,
15.551080,22.789511,
15.648065,22.982535,
15.566108,22.835094,
15.513754,22.863595,
15.577846,23.036515,
15.600853,22.910522,
15.662180,23.182606,
15.611163,23.164509,
15.496258,23.024250,
15.588497,23.061291,
15.665837,23.097718,
15.660374,23.239907,
15.538380,23.168478,
15.525116,22.945818,
15.541184,22.874606,
15.553288,22.878636,
15.574793,22.753125,
15.610257,22.748122,
15.539834,22.806431,
15.531634,22.698261,
15.529866,22.739631,
15.535179,22.723484,
15.520285,22.745761,
15.646981,22.889407,
15.473541,22.772738,
15.586806,22.946627,
15.557992,22.902051,
15.588808,22.952774,
15.669403,23.010014,
15.615684,23.006741,
15.465117,22.760129,
15.748916,23.072703,
15.575623,22.932144,
15.604404,22.798082,
15.576427,22.897758,
15.608965,22.811973,
15.530652,22.925074,
15.547635,22.864207,
15.558038,22.780281,
15.576829,23.078158,
15.570931,23.057822,
15.727683,23.045169,
15.605377,22.846428,
15.470497,22.781057,
15.582689,23.034680,
15.625247,22.970324,
15.585218,23.117484,
15.445717,22.854839,
15.549897,23.014310,
15.532930,23.033511,
15.631691,23.094948,
15.485385,23.024146,
15.515588,22.953028,
15.538922,22.943599,
15.430915,22.847957,
15.693583,23.082376,
15.434861,22.838007,
15.507729,22.804281,
15.617761,22.922066,
15.607853,22.945034,
15.614310,22.894936,
15.543118,22.715046,
15.545599,22.798863,
15.627446,22.916449,
15.581710,22.740641,
15.524482,22.785929,
15.548164,22.741971,
15.569913,22.677871,
15.607209,22.866309,
15.526376,22.538426,
15.521278,22.654443,
15.594309,22.812576,
15.669515,22.765752,
15.602627,22.806078,
15.571961,22.815388,
15.551127,22.828082,
15.523237,22.755940,
15.545224,22.828552,
15.527470,22.882782,
15.558273,23.243728,
15.601631,23.262162,
15.493402,23.178423,
15.508796,23.207348,
15.496987,23.349411,
15.489440,23.155294,
15.546683,23.516993,
15.649626,23.385651,
15.680100,23.592685,
15.497799,23.351792,
15.642801,23.218925,
15.632502,23.336069,
15.593271,22.988596,
15.568572,23.077219,
15.601970,22.939741,
15.549132,22.884016,
15.592785,22.894560,
15.494703,22.816482,
15.393870,22.473492,
15.460148,22.641933,
15.591685,22.974140,
15.506105,22.832253,
15.584851,23.050223,
15.548243,22.737640,
15.501510,22.840735,
15.556699,23.074994,
15.534420,22.947547,
15.555858,23.202383,
15.557713,23.048516,
15.617944,23.321702,
15.551709,23.097100,
15.643573,23.138107,
15.618131,23.238521,
15.613910,23.235701,
15.570447,23.323676,
15.661681,23.596608,
15.382726,23.534887,
15.603011,23.818063,
15.598046,24.268675,
15.515401,24.388041,
15.531770,24.450446,
15.451489,24.563579,
15.539681,25.128421,
15.427840,25.086879,
15.480100,25.076941,
15.454379,24.872442,
15.428595,24.860357,
15.409778,24.720702,
15.371181,24.835133,
15.525715,25.072609,
15.353132,24.771578,
15.450536,24.464857,
15.438593,24.301248,
15.502507,24.475985,
15.437350,24.295191,
15.430025,24.570774,
15.382321,24.709395,
15.485949,24.727392,
15.393153,24.347479,
15.440785,24.259460,
15.495667,24.210701,
15.471594,23.818899,
15.474985,23.828336,
15.505718,23.912636,
15.483759,23.771060,
15.466191,23.704718,
15.478932,23.325349,
15.589945,23.416811,
15.672309,23.316372,
15.573971,23.519988,
15.485818,23.345977,
15.649601,23.465828,
15.554789,23.132276,
15.565761,22.806561,
15.631914,22.595650,
15.608780,22.193444,
15.572502,21.824358,
15.704984,21.960580,
15.563396,21.825933,
15.587690,21.985544,
15.686684,22.268690,
15.634931,22.491826,
15.591403,22.397523,
15.660594,22.275995,
15.633688,22.032943,
15.620556,21.584893,
15.626196,21.257299,
15.697887,21.355462,
15.650173,21.162123,
15.760317,21.298206,
15.641911,21.203549,
15.672650,21.323642,
15.739693,21.470398,
15.722861,21.502809,
15.641079,21.242659,
15.587971,21.257193,
15.662060,21.359962,
15.718679,21.231194,
15.610860,21.137220,
15.675133,21.155419,
15.574723,21.073047,
15.622561,20.987177,
15.620857,21.102156,
15.690645,20.969729,
15.744502,21.222561,
15.615159,21.052927,
15.742879,21.081758,
15.588996,20.957885,
15.634572,21.140844,
15.600885,20.875977,
15.596034,21.038920,
15.670810,21.035312,
15.673761,20.990216,
15.494359,20.851836,
15.597390,21.070372,
15.662368,21.019941,
15.548693,21.133535,
15.638817,21.026508,
15.637472,20.982506,
15.821347,21.206209,
15.560932,21.103900,
15.765662,21.146127,
15.687621,21.083657,
15.594001,20.947012,
15.591820,21.031921,
15.751799,21.085501,
15.788701,21.158193,
15.677317,20.972320,
15.756527,21.249843,
15.592848,21.099941,
15.671433,21.142325,
15.600681,21.104281,
15.675009,21.112372,
15.599645,21.040645,
15.612482,20.973858,
15.675649,21.188401,
15.592583,20.941322,
15.511627,20.969019,
15.724307,21.293334,
15.548048,20.922987,
15.587039,21.121088,
15.618973,21.070620,
15.736291,21.124736,
15.604782,21.113074,
15.647003,21.124000,
15.550880,21.096281,
15.664388,21.160996,
15.652713,21.189732,
15.793031,21.291733,
15.682204,21.129171,
15.588522,20.953819,
15.791481,21.334312,
15.629744,21.131300,
15.617321,21.030247,
15.732305,21.086265,
15.613862,20.988740,
18.400315,26.550240,
18.417325,26.510362,
18.280684,26.557048,
18.422779,26.478786,
18.399164,26.299838,
18.424073,26.327558,
18.422355,26.438298,
18.241796,25.975236,
18.140275,26.180266,
18.332459,26.280637,
18.349143,26.229210,
18.463148,26.305659,
18.354319,26.344981,
18.167121,26.151059,
18.302377,26.543893,
18.489782,26.538372,
18.326676,26.025177,
18.389068,26.131896,
18.492252,26.220982,
18.330660,25.855308,
18.317923,25.779513,
18.403123,25.782182,
18.364327,26.119824,
18.478908,26.057476,
18.420968,26.001902,
18.397691,25.732925,
18.267599,25.652619,
18.491748,25.932824,
18.478147,25.958433,
18.367712,25.758251,
18.464342,25.785500,
18.441306,26.036760,
18.344797,25.695839,
18.530077,26.106102,
18.434605,25.967017,
18.507811,26.045022,
18.311973,25.982453,
18.513198,26.182750,
18.317087,26.080021,
18.318173,26.018619,
18.306365,25.871927,
18.310588,25.993851,
18.392219,26.041018,
18.448723,26.014312,
18.534062,26.267558,
18.396698,25.863817,
18.388181,26.076672,
18.504700,26.197590,
18.342059,26.034138,
18.403777,26.011776,
18.339436,25.893276,
18.218943,25.798642,
18.391269,25.906402,
18.427530,25.813213,
18.391754,25.688798,
18.335267,25.818276,
18.442931,25.864646,
18.450884,25.955808,
18.374503,25.706985,
18.270268,25.775044,
18.465267,25.832405,
18.164603,25.689713,
18.367042,25.663977,
18.373467,26.094316,
18.462787,26.377433,
18.233937,26.013876,
18.324561,26.250339,
18.440773,26.216324,
18.484916,26.157721,
18.354594,25.841430,
18.524844,26.422754,
18.559513,26.538461,
18.371103,26.463130,
18.283654,26.331614,
18.433944,26.436095,
18.448194,26.459940,
18.306107,26.334183,
18.306463,26.320344,
18.367715,26.573680,
18.236325,26.195681,
18.508373,26.149782,
18.274586,25.996051,
